fauf,materialnummer,menge,arbeitsstation,eventtyp,zustand,zeitstempel,tag_id
PO-41,Car-041,1,WS-02,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:43:46.507+01,84b31b00000b80ac
PO-41,Car-041,1,B-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:43:46.507+01,84b31b00000b80ac
PO-06,BOSP,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:43:46.5+01,84b31b00000b80cd
PO-06,BOSP,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:43:46.5+01,84b31b00000b80cd
PO-03,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:43:46.513+01,84b31b00000b818d
PO-03,FT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:44:01.4+01,84b31b00000b8095
PO-03,FT,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:44:01.4+01,84b31b00000b8095
PO-06,BAT,1,B-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:44:00.967+01,84b31b00000b8176
PO-03,Car-03,1,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:44:15.973+01,84b31b00000b805c
PO-02,Car-02,1,WS-04,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:44:15.996+01,84b31b00000b805b
PO-07,Car-07,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:44:15.994+01,84b31b00000b806d
PO-06,Car-06,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:44:16.079+01,84b31b00000b806c
PO-06,BAT,1,B-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:44:16.438+01,84b31b00000b8176
PO-06,BAT,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:44:16.438+01,84b31b00000b8176
PO-06,BAT,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:44:16.438+01,84b31b00000b8176
PO-41,RT,2,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:44:15.754+01,84b31b00000b807e
PO-06,Car-06,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:44:31.485+01,84b31b00000b806c
PO-08,Car-08,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:44:31.487+01,84b31b00000b8072
PO-08,Car-08,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:44:46.444+01,84b31b00000b8072
PO-02,Car-02,1,WS-04,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:44:46.451+01,84b31b00000b805b
PO-02,SSA,2,WS-05,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:44:01.335+01,84b31b00000b8190
PO-08,Car-08,1,B-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:01.417+01,84b31b00000b8072
PO-08,Car-08,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:01.417+01,84b31b00000b8072
PO-02,CHS,1,WS-04,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:45:00.949+01,84b31b00000b80c0
PO-41,BAT,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:15.74+01,84b31b00000b8097
PO-06,BAT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.389+01,84b31b00000b8176
PO-06,BAT,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.389+01,84b31b00000b8176
PO-06,Car-06,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.392+01,84b31b00000b806c
PO-03,Car-03,1,WS-03,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.478+01,84b31b00000b805c
PO-41,RT,2,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.484+01,84b31b00000b807e
PO-41,RT,2,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.484+01,84b31b00000b807e
PO-41,RT,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.484+01,84b31b00000b807e
PO-01,SSA,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.586+01,84b31b00000b8179
PO-01,SSA,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:16.586+01,84b31b00000b8179
PO-01,Car-01,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:30.833+01,84b31b00000b8055
PO-01,Car-01,1,B-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:30.833+01,84b31b00000b8055
PO-41,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:30.88+01,84b31b00000b8097
PO-02,SSA,2,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.169+01,84b31b00000b8190
PO-02,SSA,2,Goods-Out,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.169+01,84b31b00000b8190
PO-02,SSA,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.169+01,84b31b00000b8190
PO-01,FAXS,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.213+01,84b31b00000b80aa
PO-01,FAXS,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.213+01,84b31b00000b80aa
PO-02,FAXS,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.25+01,84b31b00000b80b7
PO-02,FAXS,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.25+01,84b31b00000b80b7
PO-07,Car-07,1,B-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.237+01,84b31b00000b806d
PO-41,FT,2,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:45:31.569+01,84b31b00000b80b0
PO-02,Car-02,1,WS-04,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:45.75+01,84b31b00000b805b
PO-02,CHS,1,WS-04,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:46.109+01,84b31b00000b80c0
PO-02,CHS,1,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:45:46.109+01,84b31b00000b80c0
PO-02,CHS,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:46.109+01,84b31b00000b80c0
PO-10,Car-10,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:46.638+01,84b31b00000b807d
PO-08,Car-08,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:45:46.644+01,84b31b00000b8072
PO-08,Car-08,1,B-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:45:46.644+01,84b31b00000b8072
PO-03,FAXS,1,WS-03,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:44:31.494+01,84b31b00000b80b5
PO-01,CHS,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:00.857+01,84b31b00000b809b
PO-01,CHS,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:00.857+01,84b31b00000b809b
PO-41,FT,2,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:00.987+01,84b31b00000b80b0
PO-41,FT,2,B-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:46:00.987+01,84b31b00000b80b0
PO-41,FT,2,B-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:00.987+01,84b31b00000b80b0
PO-05,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:01.014+01,84b31b00000b8084
PO-03,FAXS,1,WS-03,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:01.215+01,84b31b00000b80b5
PO-03,FAXS,1,B-05,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:46:01.215+01,84b31b00000b80b5
PO-03,FAXS,1,B-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:01.215+01,84b31b00000b80b5
PO-06,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:01.245+01,84b31b00000b80cd
PO-06,Car-06,1,B-02,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:01.379+01,84b31b00000b806c
PO-02,Car-02,1,B-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:01.577+01,84b31b00000b805b
PO-05,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:15.846+01,84b31b00000b8084
PO-05,Car-05,1,WS-02,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:30.858+01,84b31b00000b8062
PO-05,Car-05,1,B-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:30.858+01,84b31b00000b8062
PO-03,Car-03,1,WS-04,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:30.946+01,84b31b00000b805c
PO-03,Car-03,1,WS-03,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:30.946+01,84b31b00000b805c
PO-07,BOSP,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:46:31.265+01,84b31b00000b8118
PO-07,Car-07,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:31.381+01,84b31b00000b806d
PO-07,Car-07,1,B-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:31.381+01,84b31b00000b806d
PO-41,FT,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:31.454+01,84b31b00000b80b0
PO-41,FT,2,B-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:31.454+01,84b31b00000b80b0
PO-41,Car-041,1,WS-03,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:45.729+01,84b31b00000b80ac
PO-41,Car-041,1,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:45.729+01,84b31b00000b80ac
PO-02,FAXS,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:46.053+01,84b31b00000b80b7
PO-02,FAXS,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:46.053+01,84b31b00000b80b7
PO-07,BOSP,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:46:46.461+01,84b31b00000b8118
PO-07,BOSP,1,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:46:46.461+01,84b31b00000b8118
PO-07,BOSP,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:46.461+01,84b31b00000b8118
PO-06,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:46:46.649+01,84b31b00000b80cd
PO-02,CHS,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:00.703+01,84b31b00000b80c0
PO-02,FAXS,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:01.117+01,84b31b00000b80b7
PO-41,FT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:01.208+01,84b31b00000b80b0
PO-41,FT,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:01.208+01,84b31b00000b80b0
PO-41,RT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:01.558+01,84b31b00000b807e
PO-41,RT,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:01.558+01,84b31b00000b807e
PO-01,BSA,2,WS-05,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:01.569+01,84b31b00000b8155
PO-05,RT,2,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:01.091+01,84b31b00000b8091
PO-02,FAXS,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:15.825+01,84b31b00000b80b7
PO-06,BOSP,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:15.938+01,84b31b00000b80cd
PO-07,BAT,1,B-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:15.958+01,84b31b00000b818f
PO-07,BAT,1,B-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:30.712+01,84b31b00000b818f
PO-07,BAT,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:30.712+01,84b31b00000b818f
PO-07,BAT,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:30.712+01,84b31b00000b818f
PO-05,RT,2,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:31.724+01,84b31b00000b8091
PO-05,RT,2,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:31.724+01,84b31b00000b8091
PO-05,RT,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:31.724+01,84b31b00000b8091
PO-01,Car-01,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:45.978+01,84b31b00000b8055
PO-01,Car-01,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:45.978+01,84b31b00000b8055
PO-01,BSA,2,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:46.305+01,84b31b00000b8155
PO-01,BSA,2,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:46.305+01,84b31b00000b8155
PO-01,BSA,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:46.305+01,84b31b00000b8155
PO-05,RT,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:46.578+01,84b31b00000b8091
PO-07,BAT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:47:46.572+01,84b31b00000b818f
PO-07,BAT,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:47:46.572+01,84b31b00000b818f
PO-41,FAXS,1,WS-03,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:47.379+01,84b31b00000b80f0
PO-02,CHS,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:01.139+01,84b31b00000b80c0
PO-05,FT,2,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:47:31.605+01,84b31b00000b809c
PO-06,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:01.463+01,84b31b00000b80cd
PO-05,RT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:01.479+01,84b31b00000b8091
PO-03,FAXS,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:01.842+01,84b31b00000b80b5
PO-03,FAXS,1,B-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:01.842+01,84b31b00000b80b5
PO-03,CHS,1,WS-04,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:48:01.034+01,84b31b00000b8121
PO-02,FT,2,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:15.938+01,84b31b00000b8126
PO-07,Car-07,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:16.117+01,84b31b00000b806d
PO-02,BOSP,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:16.133+01,84b31b00000b80bc
PO-08,Car-08,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:16.191+01,84b31b00000b8072
PO-07,Car-07,1,B-02,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:30.785+01,84b31b00000b806d
PO-05,FT,2,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:30.852+01,84b31b00000b809c
PO-05,FT,2,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:48:30.852+01,84b31b00000b809c
PO-08,Car-08,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:30.865+01,84b31b00000b8072
PO-05,FT,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:30.852+01,84b31b00000b809c
PO-01,FT,2,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:31.091+01,84b31b00000b8159
PO-01,RT,2,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:31.201+01,84b31b00000b818e
PO-05,Car-05,1,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:31.647+01,84b31b00000b8062
PO-41,FAXS,1,WS-03,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.358+01,84b31b00000b80f0
PO-41,FAXS,1,B-05,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.358+01,84b31b00000b80f0
PO-41,FAXS,1,B-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.358+01,84b31b00000b80f0
PO-06,Car-06,1,WS-02,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.447+01,84b31b00000b806c
PO-06,Car-06,1,B-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.447+01,84b31b00000b806c
PO-03,Car-03,1,B-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.696+01,84b31b00000b805c
PO-03,Car-03,1,WS-04,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.696+01,84b31b00000b805c
PO-03,CHS,1,WS-04,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.799+01,84b31b00000b8121
PO-03,CHS,1,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.799+01,84b31b00000b8121
PO-03,CHS,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.799+01,84b31b00000b8121
PO-08,BOSP,1,B-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:48:46.369+01,84b31b00000b8146
PO-08,BOSP,1,B-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:00.743+01,84b31b00000b8146
PO-08,BOSP,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:49:00.743+01,84b31b00000b8146
PO-08,BOSP,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:00.743+01,84b31b00000b8146
PO-41,Car-041,1,WS-04,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:01.095+01,84b31b00000b80ac
PO-41,Car-041,1,WS-03,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:01.095+01,84b31b00000b80ac
PO-07,Car-07,1,B-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:01.432+01,84b31b00000b806d
PO-02,FT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:15.887+01,84b31b00000b8126
PO-05,Car-05,1,WS-03,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:16.152+01,84b31b00000b8062
PO-08,BOSP,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:16.265+01,84b31b00000b8146
PO-08,BOSP,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:16.265+01,84b31b00000b8146
PO-01,RT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:30.763+01,84b31b00000b818e
PO-03,FAXS,1,B-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.219+01,84b31b00000b80b5
PO-03,FAXS,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.219+01,84b31b00000b80b5
PO-08,BOSP,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.254+01,84b31b00000b8146
PO-08,BOSP,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.254+01,84b31b00000b8146
PO-06,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.572+01,84b31b00000b8176
PO-02,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.683+01,84b31b00000b80bc
PO-07,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.714+01,84b31b00000b818f
PO-07,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.714+01,84b31b00000b818f
PO-10,Car-10,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.725+01,84b31b00000b807d
PO-05,Car-05,1,B-03,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.739+01,84b31b00000b8062
PO-05,Car-05,1,WS-03,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:31.739+01,84b31b00000b8062
PO-08,BAT,1,B-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:49:15.761+01,84b31b00000b812a
PO-08,Car-08,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:45.714+01,84b31b00000b8072
PO-05,Car-05,1,WS-03,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:45.834+01,84b31b00000b8062
PO-05,Car-05,1,B-03,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:45.834+01,84b31b00000b8062
PO-01,FT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:45.967+01,84b31b00000b8159
PO-08,BAT,1,B-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:49:46.58+01,84b31b00000b812a
PO-08,BAT,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:49:46.58+01,84b31b00000b812a
PO-08,BAT,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:49:46.58+01,84b31b00000b812a
PO-07,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:00.717+01,84b31b00000b8118
PO-08,BAT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:00.867+01,84b31b00000b812a
PO-08,BAT,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:00.867+01,84b31b00000b812a
PO-01,BSA,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:00.947+01,84b31b00000b8155
PO-01,BSA,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:00.947+01,84b31b00000b8155
PO-03,Car-03,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:01.183+01,84b31b00000b805c
PO-03,Car-03,1,B-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:01.183+01,84b31b00000b805c
PO-03,FAXS,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:01.244+01,84b31b00000b80b5
PO-03,FAXS,1,B-05,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:01.244+01,84b31b00000b80b5
PO-06,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:01.549+01,84b31b00000b8176
PO-06,RT,2,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:50:16.235+01,84b31b00000b8157
PO-08,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.069+01,84b31b00000b812a
PO-08,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.069+01,84b31b00000b812a
PO-05,FT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.093+01,84b31b00000b809c
PO-05,FT,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.093+01,84b31b00000b809c
PO-07,BOSP,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.279+01,84b31b00000b8118
PO-09,Car-09,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.303+01,84b31b00000b807c
PO-09,Car-09,1,B-01,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.303+01,84b31b00000b807c
PO-09,Car-09,1,B-01,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.303+01,84b31b00000b807c
PO-10,Car-10,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.295+01,84b31b00000b807d
PO-08,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.581+01,84b31b00000b8146
PO-08,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:31.581+01,84b31b00000b8146
PO-41,CHS,1,WS-04,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:50:01.246+01,84b31b00000b8096
PO-05,FAXS,1,WS-03,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:50:15.936+01,84b31b00000b80b4
PO-06,RT,2,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:45.994+01,84b31b00000b8157
PO-03,CHS,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.083+01,84b31b00000b8121
PO-41,CHS,1,WS-04,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.096+01,84b31b00000b8096
PO-05,BAT,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.238+01,84b31b00000b8130
PO-02,RT,2,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.245+01,84b31b00000b80b9
PO-03,FT,2,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.362+01,84b31b00000b8095
PO-05,BOSP,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.365+01,84b31b00000b8084
PO-01,BAT,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.364+01,84b31b00000b80ab
PO-02,BAT,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.37+01,84b31b00000b816f
PO-02,FAXS,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.486+01,84b31b00000b80b7
PO-03,BOSP,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.54+01,84b31b00000b81a8
PO-41,BAT,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.553+01,84b31b00000b8097
PO-10,Car-10,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-13 09:50:46.627+01,84b31b00000b807d
PO-02,RT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:00.816+01,84b31b00000b80b9
PO-02,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:00.858+01,84b31b00000b816f
PO-02,FAXS,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:00.889+01,84b31b00000b80b7
PO-41,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:00.949+01,84b31b00000b8097
PO-08,Car-08,1,B-02,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:01.177+01,84b31b00000b8072
PO-03,CHS,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:01.353+01,84b31b00000b8121
PO-01,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:01.371+01,84b31b00000b80ab
PO-06,RT,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-13 09:51:01.507+01,84b31b00000b8157
PO-06,FT,2,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-13 09:50:45.796+01,84b31b00000b81a9
